gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
F,22,single,highsch,0,full_time,0,1,31875,no,0,tenant,6,13681,other,34,no,yes
F,24,widowed,highsch,0,full_time,1,2,31875,no,0,owner,7,17788,wedding,46,yes,no
F,39,married,univ,2,part_time,10,16,47813,no,0,owner,15,42513,debt_consol,26,no,no
F,31,married,highsch,0,part_time,0,10,28688,yes,35291,owner_morg,15,30875,home_improv,29,no,yes
F,26,divorced,univ,2,self_employ,0,2,63750,no,0,tenant,3,20818,debt_consol,30,no,yes
M,41,married,highsch,1,part_time,4,10,28688,yes,45526,tenant,15,69981,debt_consol,29,no,yes
F,32,divorced,highsch,2,part_time,0,1,28688,no,0,tenant,14,28153,debt_consol,41,no,yes
F,52,married,basic,3,unemployed,0,22,0,no,0,owner,12,11093,debt_consol,39,no,no
F,34,divorced,highsch,2,full_time,0,6,47813,no,0,tenant,1,9240,other,7,no,yes
F,53,single,postgrad,0,full_time,0,26,148750,no,0,owner,9,69956,home_improv,28,yes,no
M,31,widowed,highsch,3,self_employ,3,9,57375,no,0,tenant,15,22257,wedding,38,yes,no
M,37,single,postgrad,0,full_time,8,8,127500,no,0,tenant,8,14284,wedding,35,no,yes
M,28,widowed,highsch,3,part_time,5,4,19125,no,0,owner,6,16135,debt_consol,35,yes,yes
F,51,widowed,univ,1,self_employ,11,23,111563,no,0,owner,14,91121,home_improv,46,yes,no
F,33,married,postgrad,1,self_employ,6,8,153000,yes,48802,tenant,3,159098,debt_consol,94,yes,yes
F,25,widowed,highsch,3,part_time,4,4,19125,no,0,owner,5,10777,wedding,40,no,yes
M,49,single,highsch,0,unemployed,0,25,0,no,0,owner,1,18751,wedding,57,no,no
F,35,widowed,postgrad,2,full_time,2,4,127500,no,0,owner,12,18816,vehicle,59,yes,no
F,24,single,basic,0,unemployed,0,0,0,no,0,owner_morg,8,6274,other,6,no,yes
M,24,single,univ,0,full_time,2,4,53125,no,0,tenant,6,16656,wedding,36,no,yes
F,25,single,univ,0,self_employ,1,6,63750,no,0,tenant,1,14459,vehicle,42,no,no
M,43,divorced,highsch,3,full_time,10,17,47813,no,0,owner_morg,5,24943,vehicle,43,no,no
M,26,widowed,univ,1,full_time,1,1,53125,no,0,tenant,5,45177,debt_consol,53,no,no
M,35,single,highsch,0,full_time,0,0,47813,no,0,tenant,7,12390,debt_consol,58,no,yes
F,28,divorced,highsch,3,full_time,1,1,31875,no,0,tenant,6,9829,vehicle,10,no,yes
F,24,single,highsch,0,part_time,0,3,19125,no,0,tenant,6,18762,other,42,no,yes
M,34,single,univ,0,self_employ,1,2,95625,no,0,owner,1,43975,debt_consol,29,yes,no
F,32,single,highsch,0,part_time,0,8,28688,no,0,tenant,2,10778,vehicle,29,no,no
M,36,single,highsch,0,part_time,5,10,28688,no,0,tenant,1,23628,wedding,43,no,yes
F,21,divorced,basic,0,part_time,0,1,12750,no,0,owner,3,7658,other,7,yes,yes
M,30,divorced,highsch,3,self_employ,5,6,57375,no,0,owner,14,24258,debt_consol,26,no,yes
M,27,divorced,univ,3,full_time,5,5,53125,no,0,owner,10,13186,debt_consol,45,yes,no
F,50,married,postgrad,3,full_time,0,1,148750,yes,98233,owner,12,5991,other,11,yes,no
F,34,married,highsch,1,self_employ,7,13,57375,yes,32669,tenant,1,30823,debt_consol,60,no,no
M,46,married,highsch,0,part_time,0,12,28688,yes,33652,owner_morg,12,34249,debt_consol,35,no,yes
M,23,divorced,univ,0,full_time,3,3,53125,no,0,owner,6,28372,debt_consol,31,yes,no
M,34,single,highsch,0,self_employ,1,10,57375,no,0,owner,4,48257,home_improv,55,yes,no
M,24,divorced,basic,0,full_time,3,2,21250,no,0,owner,7,16962,other,24,yes,no
F,23,single,univ,0,full_time,1,2,53125,no,0,tenant,5,27652,other,51,no,yes
F,23,single,univ,0,self_employ,2,4,63750,no,0,tenant,8,28715,debt_consol,42,no,no
F,23,single,highsch,0,unemployed,0,1,0,no,0,tenant,8,13810,wedding,40,no,yes
F,33,single,highsch,0,unemployed,0,10,0,no,0,owner_morg,3,9341,debt_consol,7,yes,no
M,39,married,highsch,0,self_employ,10,17,57375,yes,51574,tenant,2,57777,other,31,yes,no
F,40,single,highsch,0,part_time,10,13,28688,no,0,owner_morg,1,7806,vehicle,9,no,yes
F,33,married,highsch,1,self_employ,5,4,57375,no,0,tenant,13,15663,vehicle,36,no,no
M,34,divorced,postgrad,2,full_time,6,6,127500,no,0,owner_morg,13,12571,debt_consol,30,no,yes
F,27,married,univ,0,full_time,4,3,53125,yes,28848,owner,8,76112,home_improv,35,yes,no
F,45,divorced,highsch,1,full_time,10,13,47813,no,0,owner,6,41161,debt_consol,25,yes,no
M,27,single,univ,0,full_time,1,6,53125,no,0,owner,10,46906,debt_consol,43,yes,no
F,35,married,postgrad,2,unemployed,0,12,0,yes,1282,owner,6,13936,vehicle,25,yes,no
M,36,married,univ,0,part_time,8,14,47813,no,0,tenant,10,45223,other,46,no,yes
F,25,single,univ,0,part_time,4,3,31875,no,0,owner,5,9765,debt_consol,6,yes,no
F,27,divorced,highsch,0,unemployed,0,3,0,no,0,tenant,1,17790,wedding,39,no,no
M,35,divorced,basic,1,full_time,6,6,31875,no,0,tenant,7,6116,wedding,8,no,no
M,29,married,highsch,2,self_employ,1,9,38250,no,0,tenant,1,33255,debt_consol,47,no,no
F,24,single,univ,0,unemployed,0,2,0,no,0,tenant,7,16088,wedding,46,no,yes
M,37,widowed,highsch,0,full_time,10,14,47813,no,0,tenant,13,46429,other,24,no,no
M,38,married,highsch,0,self_employ,7,12,57375,yes,53311,owner,8,78226,debt_consol,51,yes,no
M,43,married,univ,0,self_employ,1,7,95625,no,0,owner,7,47902,debt_consol,56,no,no
F,50,single,univ,0,unemployed,0,25,0,no,0,owner,6,17119,vehicle,52,no,yes
M,37,married,univ,0,self_employ,0,0,95625,yes,36099,owner_morg,9,46132,home_improv,33,no,yes
F,27,divorced,postgrad,2,full_time,4,7,85000,no,0,tenant,3,44495,debt_consol,53,no,yes
M,36,widowed,highsch,3,unemployed,0,12,0,no,0,tenant,5,6119,vehicle,8,no,no
F,37,married,basic,3,unemployed,0,6,0,yes,4840,owner_morg,10,16426,debt_consol,24,yes,no
F,37,single,univ,0,self_employ,3,14,95625,no,0,owner,4,25988,vehicle,46,yes,no
M,25,divorced,highsch,0,unemployed,0,4,0,no,0,tenant,10,9831,debt_consol,11,no,yes
M,43,divorced,univ,1,unemployed,0,15,0,no,0,tenant,6,14468,vehicle,37,no,no
M,33,widowed,highsch,1,part_time,1,10,28688,no,0,tenant,5,7639,debt_consol,12,no,no
F,30,single,postgrad,0,full_time,4,3,127500,no,0,owner_morg,11,50427,home_improv,26,yes,yes
M,27,single,highsch,0,part_time,1,6,19125,no,0,tenant,10,5633,debt_consol,6,no,yes
F,39,divorced,highsch,1,self_employ,8,6,57375,no,0,tenant,5,43127,debt_consol,50,yes,no
M,24,single,highsch,0,unemployed,0,2,0,no,0,tenant,6,15927,wedding,30,no,yes
M,27,divorced,highsch,0,full_time,0,0,31875,no,0,owner,4,21167,vehicle,46,yes,no
M,29,divorced,postgrad,1,full_time,5,6,85000,no,0,tenant,2,20523,vehicle,31,no,yes
F,35,divorced,highsch,1,full_time,9,10,47813,no,0,tenant,4,9233,debt_consol,11,no,yes
F,39,widowed,highsch,2,self_employ,3,6,57375,no,0,owner_morg,8,50813,home_improv,48,no,no
M,27,married,highsch,3,unemployed,0,6,0,no,0,tenant,1,14968,vehicle,55,no,no
F,25,single,univ,0,self_employ,0,6,63750,no,0,tenant,1,29984,wedding,32,no,yes
F,32,married,highsch,3,unemployed,0,11,0,no,0,tenant,7,13872,holidays,38,no,no
F,28,single,highsch,0,self_employ,1,2,38250,no,0,tenant,1,9531,other,7,no,yes
F,24,single,highsch,0,full_time,3,4,31875,no,0,tenant,8,6831,wedding,7,no,no
M,22,divorced,univ,1,self_employ,1,1,63750,no,0,owner_morg,6,41444,debt_consol,27,yes,yes
F,33,married,highsch,2,self_employ,0,12,57375,no,0,tenant,4,50547,debt_consol,35,no,no
M,24,married,univ,0,unemployed,0,3,0,yes,41422,tenant,3,35140,debt_consol,29,no,yes
M,26,divorced,univ,3,full_time,3,6,53125,no,0,tenant,4,36989,debt_consol,48,yes,no
M,34,divorced,postgrad,0,full_time,4,10,127500,no,0,owner_morg,14,91489,debt_consol,33,no,yes
F,29,single,basic,0,full_time,2,7,21250,no,0,owner,4,19596,wedding,48,yes,no
M,27,married,basic,0,full_time,2,3,21250,no,0,tenant,10,9987,debt_consol,7,no,yes
M,25,widowed,highsch,3,self_employ,1,2,38250,no,0,owner_morg,6,24279,vehicle,54,no,no
M,45,divorced,univ,1,part_time,14,14,47813,no,0,tenant,8,34788,debt_consol,52,no,no
F,34,divorced,basic,0,self_employ,4,10,38250,no,0,tenant,11,18318,other,43,no,no
M,27,married,highsch,0,self_employ,0,4,38250,yes,57390,tenant,5,53907,other,55,no,yes
F,45,widowed,highsch,1,unemployed,0,11,0,no,0,tenant,10,13543,other,51,no,yes
M,22,single,basic,0,unemployed,0,1,0,no,0,owner_morg,8,9804,wedding,9,yes,no
M,28,married,univ,2,part_time,5,6,31875,yes,52992,owner,9,79873,home_improv,55,yes,no
M,31,divorced,univ,3,part_time,6,5,47813,no,0,owner,8,44410,home_improv,27,yes,no
M,29,divorced,basic,2,full_time,0,3,21250,no,0,tenant,6,5108,vehicle,12,no,no
F,24,married,highsch,0,self_employ,1,3,38250,yes,54985,tenant,8,20337,other,27,yes,no
M,29,single,basic,0,full_time,6,9,21250,no,0,owner_morg,4,5070,other,11,yes,no
F,35,married,basic,2,unemployed,0,1,0,yes,40845,owner_morg,1,9615,vehicle,12,yes,no
F,28,divorced,highsch,2,unemployed,0,3,0,no,0,tenant,8,14032,debt_consol,37,no,yes
F,27,widowed,highsch,0,part_time,3,3,19125,no,0,owner,5,18606,vehicle,35,yes,no
F,51,single,highsch,0,full_time,0,25,55781,no,0,owner_morg,12,36134,debt_consol,45,no,yes
F,28,single,highsch,0,part_time,1,2,19125,no,0,tenant,10,10240,vehicle,48,no,yes
F,41,married,highsch,0,part_time,4,13,28688,no,0,tenant,8,15987,debt_consol,57,no,yes
M,24,married,basic,1,self_employ,2,5,25500,yes,42752,tenant,5,17807,vehicle,26,no,no
F,29,divorced,univ,3,full_time,3,9,53125,no,0,owner,6,6836,debt_consol,8,no,yes
F,36,married,highsch,1,full_time,2,5,47813,yes,51394,owner,4,47849,home_improv,39,yes,no
F,32,married,highsch,0,part_time,3,7,28688,yes,46169,owner_morg,2,63757,home_improv,54,no,yes
F,22,single,highsch,0,full_time,1,2,31875,no,0,tenant,7,22637,vehicle,44,no,no
M,25,widowed,highsch,3,part_time,0,1,19125,no,0,tenant,2,15646,vehicle,34,no,no
M,30,divorced,postgrad,3,full_time,2,9,127500,no,0,tenant,14,107624,other,89,no,yes
F,42,single,basic,0,self_employ,6,12,38250,no,0,owner_morg,12,19689,other,52,yes,no
F,25,married,basic,0,unemployed,0,4,0,yes,54011,owner,9,5952,other,11,yes,no
M,21,widowed,highsch,0,full_time,2,2,31875,no,0,tenant,7,13607,vehicle,57,no,yes
M,27,single,univ,0,part_time,3,7,31875,no,0,owner,10,11907,vehicle,53,yes,no
M,25,single,highsch,0,unemployed,0,2,0,no,0,tenant,10,11789,debt_consol,51,no,yes
M,38,widowed,basic,3,full_time,5,14,31875,no,0,tenant,15,13593,other,58,no,no
M,43,married,univ,0,part_time,5,14,47813,yes,59677,owner,6,52899,debt_consol,24,yes,no
F,34,divorced,highsch,1,self_employ,5,5,57375,no,0,owner,4,16724,vehicle,32,yes,no
F,23,divorced,univ,1,full_time,2,4,53125,no,0,owner,8,14427,debt_consol,42,yes,no
M,30,married,highsch,1,full_time,1,7,47813,yes,58340,owner_morg,12,77930,home_improv,58,yes,no
M,27,married,highsch,3,unemployed,0,7,0,no,0,tenant,8,14051,vehicle,48,no,no
F,22,single,univ,0,full_time,0,1,53125,no,0,tenant,5,7742,other,7,yes,no
M,33,divorced,highsch,2,full_time,6,6,47813,no,0,tenant,2,47501,debt_consol,47,no,yes
M,43,single,postgrad,0,full_time,4,12,127500,no,0,owner_morg,14,31473,debt_consol,47,no,no
M,26,married,univ,2,part_time,0,3,31875,no,0,tenant,4,7101,vehicle,12,no,no
F,41,divorced,highsch,1,full_time,5,11,47813,no,0,owner_morg,5,29383,wedding,49,yes,no
M,35,divorced,basic,1,part_time,6,10,19125,no,0,owner_morg,13,17361,wedding,53,yes,no
M,31,divorced,univ,2,full_time,2,4,79688,no,0,tenant,7,66726,debt_consol,53,no,no
F,41,divorced,basic,3,full_time,10,18,31875,no,0,tenant,14,27062,wedding,29,no,no
M,28,single,univ,0,unemployed,0,3,0,no,0,tenant,6,15298,other,36,no,yes
M,25,divorced,highsch,3,self_employ,3,4,38250,no,0,owner,3,20325,wedding,45,no,no
F,30,divorced,postgrad,2,full_time,4,7,127500,no,0,owner_morg,2,57088,home_improv,36,yes,no
M,40,married,highsch,1,unemployed,0,1,0,yes,26061,tenant,7,16141,other,41,no,no
F,29,married,univ,2,self_employ,4,6,63750,no,0,tenant,7,46441,debt_consol,27,no,no
F,41,married,univ,2,part_time,3,7,47813,yes,59196,tenant,13,34423,debt_consol,37,no,no
F,23,single,basic,0,unemployed,0,4,0,no,0,owner,7,19288,vehicle,34,no,yes
F,33,single,highsch,0,full_time,3,11,47813,no,0,tenant,15,31511,debt_consol,41,no,yes
M,36,widowed,postgrad,0,full_time,3,4,127500,no,0,tenant,14,65980,debt_consol,42,no,no
M,31,widowed,highsch,2,unemployed,0,9,0,no,0,owner,5,9036,debt_consol,8,yes,yes
M,32,widowed,basic,3,full_time,1,1,31875,no,0,tenant,4,28204,wedding,28,no,no
F,34,widowed,univ,2,part_time,8,9,47813,no,0,tenant,9,8053,debt_consol,11,no,no
F,36,widowed,basic,3,full_time,6,14,31875,no,0,owner,13,17485,vehicle,50,no,yes
M,23,single,univ,0,part_time,0,1,31875,no,0,tenant,3,7522,debt_consol,7,no,no
F,28,single,basic,0,part_time,0,6,12750,no,0,tenant,3,14826,vehicle,29,no,yes
M,27,single,univ,0,part_time,4,6,31875,no,0,tenant,8,22699,other,42,no,yes
M,32,divorced,highsch,2,full_time,1,10,47813,no,0,owner,11,38451,home_improv,39,yes,no
F,42,married,highsch,2,self_employ,5,15,57375,yes,28884,owner_morg,7,52226,debt_consol,58,yes,yes
M,35,single,univ,0,unemployed,0,12,0,no,0,owner_morg,14,14096,vehicle,31,yes,no
F,29,widowed,postgrad,0,full_time,0,3,85000,no,0,owner_morg,8,11790,other,55,no,no
F,26,single,highsch,0,full_time,1,6,31875,no,0,owner_morg,10,21699,vehicle,59,yes,no
M,28,married,basic,1,unemployed,0,7,0,yes,3451,tenant,1,9812,other,11,no,no
M,27,married,basic,0,part_time,0,3,12750,yes,14477,tenant,7,10351,vehicle,43,no,yes
F,24,single,highsch,0,self_employ,2,5,38250,no,0,tenant,4,7073,other,7,no,yes
M,22,single,univ,0,part_time,2,2,31875,no,0,tenant,7,8330,wedding,8,no,yes
M,33,divorced,highsch,1,unemployed,0,10,0,no,0,owner,4,7321,other,10,yes,no
F,23,single,univ,0,self_employ,0,2,63750,no,0,tenant,8,12993,debt_consol,47,no,yes
F,52,single,highsch,0,full_time,2,15,55781,no,0,tenant,1,53960,other,40,no,no
F,32,single,basic,0,part_time,4,10,19125,no,0,tenant,3,18118,other,48,no,no
M,30,widowed,highsch,0,full_time,2,5,47813,no,0,tenant,1,40491,debt_consol,45,no,no
F,26,married,highsch,0,full_time,1,3,31875,yes,32602,tenant,2,57264,debt_consol,52,no,yes
M,25,single,univ,0,unemployed,0,0,0,no,0,tenant,2,11650,other,46,no,yes
M,33,married,basic,1,full_time,1,3,31875,no,0,owner,5,28936,holidays,33,yes,no
F,29,widowed,highsch,1,self_employ,5,6,38250,no,0,tenant,4,18304,other,47,no,no
M,33,single,basic,0,full_time,7,7,31875,no,0,owner_morg,5,19226,other,41,no,yes
F,29,divorced,univ,1,full_time,4,6,53125,no,0,tenant,5,52995,debt_consol,52,no,yes
M,39,single,postgrad,0,full_time,6,15,127500,no,0,owner_morg,6,71853,debt_consol,27,yes,no
M,50,divorced,univ,2,self_employ,7,7,111563,no,0,owner_morg,3,40736,home_improv,48,no,yes
M,38,divorced,highsch,0,unemployed,0,2,0,no,0,tenant,13,10924,debt_consol,43,no,yes
F,23,divorced,univ,1,full_time,1,3,53125,no,0,tenant,4,43633,debt_consol,40,yes,no
M,21,single,highsch,0,self_employ,1,2,38250,no,0,owner_morg,6,36129,home_improv,24,yes,no
M,25,married,highsch,3,part_time,2,3,19125,yes,38784,tenant,5,17013,debt_consol,54,no,no
M,30,divorced,highsch,2,self_employ,6,6,57375,no,0,tenant,10,12459,other,28,no,yes
F,29,single,highsch,0,full_time,1,8,31875,no,0,owner_morg,8,13184,debt_consol,45,yes,no
M,33,divorced,highsch,0,full_time,4,5,47813,no,0,tenant,13,32503,debt_consol,47,no,yes
M,33,divorced,highsch,1,unemployed,0,6,0,no,0,tenant,2,14846,other,57,no,yes
M,29,divorced,highsch,2,self_employ,6,7,38250,no,0,tenant,6,9746,wedding,11,no,yes
F,27,married,postgrad,2,unemployed,0,6,0,yes,12041,owner,3,6713,other,11,yes,no
M,27,divorced,basic,1,part_time,0,5,12750,no,0,owner_morg,5,18608,debt_consol,53,no,no
M,25,widowed,highsch,3,unemployed,0,2,0,no,0,owner,7,8390,debt_consol,11,no,no
M,39,divorced,highsch,0,unemployed,0,15,0,no,0,owner_morg,10,9419,debt_consol,9,yes,no
M,30,married,univ,0,unemployed,0,9,0,yes,49453,owner,8,25630,other,28,yes,no
F,24,widowed,univ,0,full_time,1,2,53125,no,0,tenant,4,40841,debt_consol,29,no,no
M,40,divorced,univ,0,full_time,3,16,79688,no,0,tenant,4,12001,other,29,no,yes
M,24,single,highsch,0,part_time,2,2,19125,no,0,owner,4,13049,debt_consol,37,no,yes
M,33,divorced,univ,0,part_time,8,10,47813,no,0,owner_morg,9,14692,wedding,45,no,no
M,35,divorced,univ,3,full_time,9,8,79688,no,0,owner,13,27833,wedding,36,yes,no
F,23,married,highsch,0,part_time,2,2,19125,yes,41348,owner_morg,7,27341,vehicle,35,no,yes
F,32,single,highsch,0,self_employ,7,11,57375,no,0,owner,2,57043,debt_consol,32,no,yes
F,29,single,univ,0,unemployed,0,6,0,no,0,owner_morg,9,11510,other,32,no,no
F,27,single,highsch,0,unemployed,0,6,0,no,0,tenant,1,7130,other,9,no,yes
F,32,widowed,postgrad,0,full_time,7,6,127500,no,0,owner,7,35421,home_improv,58,no,no
M,23,divorced,highsch,1,full_time,1,1,31875,no,0,owner,3,24426,wedding,53,yes,no
F,22,married,univ,1,part_time,0,2,31875,yes,42122,tenant,6,56813,debt_consol,38,no,no
F,22,married,highsch,0,self_employ,1,1,38250,yes,58840,tenant,8,69535,other,56,yes,no
F,34,single,postgrad,0,full_time,6,8,127500,no,0,owner_morg,11,67232,debt_consol,58,yes,no
M,49,single,univ,0,full_time,14,17,79688,no,0,owner,13,49781,home_improv,34,yes,yes
M,33,divorced,univ,1,self_employ,0,0,95625,no,0,owner_morg,2,62549,debt_consol,28,yes,no
F,23,single,highsch,0,self_employ,2,2,38250,no,0,tenant,3,34658,debt_consol,39,no,yes
F,30,single,highsch,0,full_time,5,4,47813,no,0,owner,13,28772,other,26,yes,no
M,35,single,basic,0,full_time,8,6,31875,no,0,tenant,7,23416,wedding,39,no,no
F,27,single,highsch,0,self_employ,2,5,38250,no,0,owner_morg,2,33177,debt_consol,37,yes,no
M,31,divorced,univ,1,part_time,6,10,47813,no,0,tenant,2,35455,debt_consol,37,no,yes
F,26,married,highsch,0,self_employ,2,5,38250,yes,48835,tenant,10,72506,debt_consol,44,no,yes
M,28,single,highsch,0,full_time,0,4,31875,no,0,tenant,1,17909,debt_consol,28,no,no
F,41,widowed,univ,0,full_time,10,8,79688,no,0,tenant,1,65463,other,26,no,no
M,31,single,postgrad,0,full_time,2,2,127500,no,0,tenant,5,107456,debt_consol,82,no,no
F,36,single,highsch,0,full_time,8,14,47813,no,0,tenant,4,32239,debt_consol,31,no,yes
M,26,widowed,univ,2,full_time,2,2,53125,no,0,tenant,1,31510,other,26,no,no
F,33,widowed,postgrad,3,full_time,2,9,127500,no,0,tenant,10,8362,vehicle,11,no,no
M,27,divorced,highsch,3,self_employ,4,7,38250,no,0,tenant,7,33122,debt_consol,52,no,yes
M,42,divorced,postgrad,2,full_time,11,13,127500,no,0,owner_morg,11,92534,home_improv,40,yes,no
M,23,married,univ,1,part_time,1,4,31875,yes,49851,owner,5,12749,other,46,yes,no
F,38,married,highsch,1,unemployed,0,2,0,yes,47848,tenant,5,37882,other,56,no,no
F,22,married,univ,1,unemployed,0,3,0,yes,37992,tenant,8,30916,debt_consol,43,no,no
F,35,married,highsch,2,unemployed,0,1,0,yes,12955,tenant,2,10891,debt_consol,29,no,no
M,41,divorced,highsch,3,part_time,1,5,28688,no,0,tenant,5,26969,other,54,no,yes
F,34,single,postgrad,0,full_time,1,10,127500,no,0,owner,11,20698,vehicle,29,no,no
M,22,divorced,univ,0,full_time,0,2,53125,no,0,tenant,4,38602,other,39,no,yes
F,35,widowed,postgrad,3,full_time,8,9,127500,no,0,owner,15,50994,home_improv,39,yes,no
M,32,married,univ,2,unemployed,0,8,0,yes,16851,owner,12,5509,other,9,yes,no
M,45,single,univ,0,full_time,12,15,79688,no,0,tenant,8,27695,other,25,no,yes
M,25,widowed,univ,2,full_time,2,5,53125,no,0,tenant,10,24550,debt_consol,38,no,yes
F,52,widowed,postgrad,1,full_time,0,11,148750,no,0,owner,10,39133,debt_consol,29,yes,no
F,48,divorced,highsch,1,part_time,8,18,28688,no,0,tenant,7,6196,other,8,no,no
F,27,married,basic,2,part_time,0,7,12750,yes,30140,tenant,6,33561,debt_consol,55,no,no
F,25,married,highsch,1,full_time,3,3,31875,yes,32733,owner_morg,4,28664,vehicle,28,yes,no
M,27,widowed,postgrad,0,full_time,0,7,85000,no,0,owner_morg,10,15365,vehicle,24,yes,no
M,27,divorced,highsch,3,part_time,1,6,19125,no,0,owner,9,5231,debt_consol,11,yes,no
F,29,single,basic,0,unemployed,0,6,0,no,0,owner_morg,5,18965,debt_consol,58,no,yes
M,21,single,basic,0,full_time,1,2,21250,no,0,w_parents,5,6631,debt_consol,6,no,yes
M,30,single,postgrad,0,full_time,0,2,127500,no,0,tenant,15,121685,debt_consol,87,yes,no
M,27,divorced,highsch,2,part_time,5,5,19125,no,0,tenant,3,7685,vehicle,11,no,yes
M,26,divorced,highsch,0,full_time,3,5,31875,no,0,tenant,4,24969,vehicle,29,no,yes
M,25,single,highsch,0,full_time,2,2,31875,no,0,tenant,5,10033,debt_consol,30,no,yes
F,43,widowed,univ,3,full_time,4,14,79688,no,0,owner_morg,6,46513,home_improv,45,yes,no
F,20,divorced,highsch,1,self_employ,1,1,38250,no,0,owner,3,28308,wedding,59,no,yes
M,26,married,univ,1,self_employ,0,2,63750,yes,50163,tenant,9,50091,other,51,no,no
M,61,widowed,univ,3,part_time,6,9,55781,no,0,tenant,3,53827,other,46,no,no
M,34,divorced,highsch,0,part_time,0,0,28688,no,0,owner,14,13712,vehicle,32,yes,no
F,31,divorced,univ,1,full_time,1,9,79688,no,0,owner_morg,2,64190,home_improv,35,no,yes
M,32,married,highsch,1,self_employ,6,7,57375,no,0,owner,3,11960,holidays,59,no,no
M,28,married,univ,0,unemployed,0,1,0,no,0,owner_morg,5,16348,other,52,yes,no
F,23,divorced,highsch,1,full_time,2,4,31875,no,0,tenant,6,27162,debt_consol,53,no,yes
M,33,married,univ,2,self_employ,0,2,95625,yes,25751,owner,5,44681,home_improv,54,yes,no
F,31,married,highsch,0,self_employ,5,6,57375,yes,25537,tenant,4,51520,other,52,yes,no
M,26,single,highsch,0,unemployed,0,1,0,no,0,owner_morg,4,17430,wedding,55,no,yes
M,29,single,highsch,0,unemployed,0,1,0,no,0,tenant,9,8439,other,6,no,yes
M,45,married,basic,2,part_time,9,22,19125,yes,28758,tenant,15,16916,holidays,59,no,no
F,23,divorced,highsch,1,full_time,0,4,31875,no,0,tenant,8,19933,other,45,no,yes
F,27,married,basic,2,unemployed,0,6,0,yes,54984,owner,8,13950,other,33,yes,no
M,30,divorced,postgrad,1,full_time,3,10,127500,no,0,owner_morg,4,56214,home_improv,56,yes,no
F,38,married,postgrad,2,self_employ,8,8,153000,yes,88662,owner,5,192310,home_improv,77,yes,no
F,23,single,highsch,0,part_time,3,4,19125,no,0,tenant,3,15067,other,25,no,yes
M,32,divorced,postgrad,1,full_time,7,10,127500,no,0,owner_morg,11,84319,debt_consol,31,no,yes
